"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Antigua and Barbuda","ATG","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","","","","","","","","0.14711940210675","43.6967445925279","29.7460037832296","44.5673669427646","76.6130754880879","51.0580359675498","46.4898728615367","78.2350179940541","129.605734767025","71.7911530094271","49.589452308779","35.2960531235511","44.8710148454612","78.1673245104868","87.5811228025959","135.117848348204","70.0372779059822","74.4677414144025","115.843107094789","73.6198253302645","46.2477646913732","62.5093914350113","33.2118977600257","55.0928891736067","60.2226160150626","134.490472468534","142.55467445194","127.240881928704","108.646102416046","168.811695614145","69.5886482744982","23.2506914021391","97.6200569248471","39.2969676638672","59.1253243598706","71.1189220855302","49.3626882966396","225.373425194594","174.92512932208","23.4649541366806","17.6696116019337","28.0528052805281","16.2277549064454","",
"Australia","AUS","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0412597992023106","1.00650230289894","3.1847898599066","19.6182703698828","15.5549772283669","12.412727038516","23.4822823972188","15.2104132440288","21.4211894397294","17.4701190269115","28.4680441858171","42.9285543842045","36.6803900851338","21.1677601878047","25.1315264214684","24.5033619932701","26.3794529966322","26.9473035579798","26.0773067189524","17.8433925329886","31.3395214389231","30.8516204765515","-7.52166261132629","22.7339490317804","7.22329120714047","",
"Burundi","BDI","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","2.70208200262672","2.53135589490824","3.82448151846081","2.08749660697082","2.68596132016493","1.57841712693007","2.83143392628569","3.21780456705691","3.90978848858188","4.40030192024696","5.11120116698529","6.18087674368149","7.26178948421843","7.49661173244855","10.306709460897","12.9100125619018","11.6965435912555","12.4533261673556","18.8648616364113","23.4739272447596","28.0985735278722","28.4573833878226","28.767260930068","30.6712435416204","29.7689516775119","28.7290716169926","38.7547354575544","38.4881829220286","37.9434965509267","37.8111550607529","46.7741679747578","44.5183020747369","52.4636348199896","36.0387986446953","50.7186045870903","45.992726433436","17.4503012987464","8.78450351278901","10.5575621322129","11.3380619040063","13.7888271635314","20.0454315130018","24.0100515117631","30.7517076588101","46.8334801039938","46.0764035450019","52.5695205808663","56.3739036743806","59.3121921332337","61.4459563837455","66.3674278629046","58.4025721360171","51.6821846888935","53.3950113888273","47.6478386518823","32.7884954191912","",
"Belgium","BEL","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","0.00822496936198913","0.600161719252458","1.4980633037609","1.67496613698156","6.98664765411802","6.79238402042274","5.56429483005405","5.95218496771479","4.71212468411014","4.61594884095422","5.06917846637749","9.75120300167466","6.59362353173428","8.51426686310358","10.3845225082249","16.5831075413451","15.1696263130694","14.2238558711427","17.1261356637442","23.3825589490036","23.7303470875928","21.2547413718675","20.27290845014","20.9944647585674","18.0188704620208","21.9044178068852","30.5066316302144","29.4095909141301","33.7155510498093","55.3880700709642","53.3624352689546","51.2607271551994","50.0239298237002","51.5475367313817","44.304324639861","46.8720397991332","46.6766769457143","34.7649010791975","31.3496096306832","31.5169918630557","35.2219180857649","39.0834116269874","29.8783073292888","39.3950648350747","49.4509766501624","42.6624976993196","47.409215633352","54.5842689583868","70.9553937833794","73.3222941025099","72.4799832761958","68.7783114510914","50.536369309932","63.9590352164144","56.5477207018892","39.5429009040491","",
"Burkina Faso","BFA","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","0.0414139466849275","0.27581540226757","0.893086642508303","0.823418827014025","3.02026401029871","3.33728254763551","3.20754103169815","3.67208058363996","4.1976135619171","4.34139892897688","3.90961343541591","5.03024524498552","5.89167253630838","9.59449030071223","15.9469036980525","14.3796100054789","12.7302405134047","17.0450185710533","24.0214858164825","29.4019823255355","30.7731091451654","30.7552098320467","29.3632974288709","24.6754249849508","24.2961189413064","24.3908056924044","33.9075162438577","32.9456383453914","34.3189921479659","30.9190455516284","37.059218822583","46.3697046106724","46.61445549351","49.0961869245796","44.1192080423887","48.608129574635","40.4172100344275","34.6069359571512","36.4770359773593","35.3416143343234","15.4876694787639","32.7317908795737","35.8205657089782","42.7487567576454","49.6912850813541","52.0186032872026","65.0959452284719","66.0901477719927","68.0106908615406","71.4565666454963","66.8248202125042","60.9666035899879","69.4143198407456","61.1792382756963","63.8749987350191","55.0686888068147","",
"Bangladesh","BGD","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","","","","","","0.23126452460912","3.31111294798762","6.13864520608615","7.60889922901528","15.0408817037223","6.82693807281992","10.4793062826431","12.9308768535706","14.6908187639104","15.8143308671866","13.1464772156397","15.5750273547045","11.8214525314242","13.1054110919733","12.1112486776621","14.9454534121212","18.2640191425994","16.0187258623528","17.4030953852276","19.7461603702687","17.3278551492167","16.3837429596438","12.193505787089","15.0360988359358","10.822968478136","10.1504189817753","8.19233110055976","9.21664296853545","9.47204118289311","8.9451812119979","7.81156186505831","6.61058655762787","10.0856294740294","10.0595847373771","9.23829982511926","8.4430850154017","10.3204329694837","13.9687383157514","8.1856719707697","9.26414627584387","9.72278641279434","13.8589218946471","16.7576588855883","15.2293052255601","15.9646557389423","",
"Bulgaria","BGR","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahrain","BHR","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","0.246152331370268","5.59777041995188","7.79864476884239","3.59453630481668","3.17331786796809","4.69714114909153","50.6304032703799","0.25483810135421","0.995257597547685","0.678067893969555","4.45795909939841","21.2854606717148","12.3699844939631","59.3679646460435","149.481040219879","96.9679698221879","574.824815126672","158.16064055719","259.527496746633","394.628225733529","573.850659346155","526.989642499165","404.197434900894","644.045736252261","518.683866088114","176.57507301663","229.557057074376","19.6884590885402","-5.61006803013531","-3.65808540798045","277.249044246931","185.812335427565","153.247836433616","208.011319937576","174.432897326965","177.159278377947","228.194979779428","251.374127266097","323.143285214561","96.5511215408236","90.6194000194945","101.900580377123","84.8951906970973","173.018467820823","72.0554363982678","","","","","","","","","","","","",
"Bahamas, The","BHS","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","-0.365210087102606","","","0.157070941090544","0.448775963559392","0.49982506122857","0.341614058101719","4.52141775934262","0.315200877519243","0.426179604261796","0.47237771321949","1.43788067890974","6.8599446706102","2.64478838937897","2.80933780666353","3.49424508423248","3.05850029807418","2.38435860753457","5.80613465269886","5.96977256622565","9.54144118484762","9.00633228723701","8.48938826466916","3.95230588183049","46.5185030606566","2.98273422985802","23.4180285365405","2.75277228821115","17.1260542217339","15.5645113259614","12.2884628888421","10.5699743793012","10.1453032882055","3.79842531300131","3.1532821317637","15.2060852897188","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0021933403169289","0.00220897036357001","0.00225331902625973","3.64784550432685","16.9614024259345","102.340631462511","248.963853583064","223.534101408973","228.094536791208","242.318516019236","339.880493257961","194.556745563659","168.453320707931","145.93733186603","141.963732080655","179.329052304939","140.839265222283","139.85656912172","155.860638086792","121.104270096821","108.746520080089","133.284383997113","163.287938606219","148.369339928571","136.316333610825","165.003559871059","93.1788025244488","",
"Belarus","BLR","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.00274319465765","7.78350770917084","8.93530174240999","11.6645859539032","10.3315901886709","14.357389846335","12.6462392955601","10.8690426694715","11.3184062914873","12.7626639517332","11.0215207865102","",
"Belize","BLZ","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","19.7679975670157","29.7779326511864","56.6799125157872","40.5327156919514","15.0383234694868","20.0714278983425","23.595258999122","51.8194482648471","47.56119626748","57.3536810330371","48.6990399332127","40.6276043336111","69.7612231415359","36.1192321376089","47.3702648774618","65.3604580484913","86.0557179325909","69.5666138651444","131.10554644101","146.630056330852","100.588965737317","76.6436713063985","79.4069888711402","96.6499807470158","86.6897007646156","132.976788183075","141.888305714454","134.690178171931","139.701159055998","155.447757126506","161.6618324518","113.903320828559","134.622608982045","157.427320800547","159.511696863317","90.982885747142","99.3569643475575","63.7161113317209","66.481681712978","199.854407925564","65.8682150481982","90.984316970536","90.0069412132631","48.972251534563","27.1655468424579","42.3610645335517","28.0652517102263","74.4295466198396","77.8991720150899","85.9122401847575","77.7652366693718","66.5870780970434","77.8421595036634","148.957125798607","106.793742500839","75.9559906147453","",
"Bermuda","BMU","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","0.204498977505112","0.998003992015968","1.17647058823529","1.15384615384615","0.754716981132076","0.185185185185185","0.181818181818182","","0.18450184501845","","0.561797752808989","0.377358490566038","0.56390977443609","1.49812734082397","2.98507462686567","2.78810408921933","5.12163892445583","3.81471389645777","1.26242132409962","1.25156445556946","1.41786151037697","16.5207915919716","1.56843609494267","3.97586820861208","0.685553670282962","1.69949524991078","711.155311330614","-79.9715355551414","-85.3315129277242","-81.8197250042438","-210.384356035064","-34.8140461286111","-67.6878045535432","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","3.27065392230735","6.27653682850286","9.35620161663491","13.6709871244855","10.2534419316162","8.34277094966577","7.23631691937587","6.79233990209401","10.9711553893951","8.40133551326994","7.24403842713816","7.29905429644333","11.0129861284054","6.44575086849876","12.5862551158435","11.1373758074797","12.6957265988949","17.7045698464005","27.1273493921859","28.553023949178","30.3171691857623","29.6029237351788","25.3839380612717","29.104212409408","27.6756269288681","31.6153023988058","52.662612006861","47.6802146290274","63.6089107686931","73.8102937269803","79.5537382993551","71.9182681038784","93.5162855302783","76.9787666019964","75.7771001058922","94.1438795905648","107.341224977956","88.7641248859718","79.0144148137793","70.8249467474712","58.2803885886848","87.9998512307244","80.0557657312324","106.82578129079","87.9552707817131","70.5009805044269","91.5661326817004","50.3956899986676","65.4036972823512","72.9065123689913","72.3605839541169","71.7853656561792","64.628907283908","67.5292941847403","63.8683220148066","73.3577287207434","",
"Brazil","BRA","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","0.332581151835711","3.56821180933142","2.16290483417411","2.48511836308565","3.04580442153434","2.80601246681611","4.00462514665734","2.64839906066242","2.90166943182414","2.04988481899797","1.960045759614","1.60108208962808","1.45967463872135","1.09571368247514","1.58229471544742","1.53258353004471","1.00786791479997","0.692586103943621","0.967801564603376","0.892983999757871","0.698446766502847","1.87622821489463","1.62071292673649","0.767244274952901","1.19656096076828","0.894352489236273","1.2746963102092","2.02299283884405","1.43954065652754","1.36669498025653","1.00443409178569","1.05652188026994","-1.6186871162243","1.31453698579236","1.61586908235683","1.71380238674493","1.68296848296695","1.56676390172397","1.68769609028176","0.756209537750836","1.37137994619278","1.32474386360999","1.19268300108627","1.13044169310758","0.869563521397632","1.02133264119698","0.471635184091709","1.60158086550943","2.32258923893376","1.7981070973919","2.25900253822728","4.09475310654052","6.36625452496459","5.65839383716518","4.43594392640787","4.80501264369139","",
"Barbados","BRB","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","6.77842596476066","2.49344941256022","3.58348896917778","5.46422821979648","9.71333112829552","19.0386522133995","19.5907074606219","19.5077784179768","15.7848032420187","21.4198908276532","30.5119542199447","23.3936933496794","45.2736616873638","43.7143676147403","54.9570375539757","67.6070807649755","49.8747222616177","73.0801720920181","31.9363623895452","28.4844624876431","14.333678691896","23.8345709971313","11.2175271928332","7.74703801059147","10.1008549240708","8.11386974177227","0.114423458334605","13.6834783401941","3.86341685131527","-4.3779862772775","15.9058434233286","16.1831695037161","58.4439576188006","-7.92057117358322","0.889422542414337","-4.2484650111199","12.1924716092221","72.6508754467221","105.495970207733","-7.66386996237405","-8.326061663758","63.4066499127299","25.6747741737735","38.999375148133","57.9469606461444","","","","","","",
"Brunei Darussalam","BRN","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","0.122212037885732","5.6017832343296","8.14704864792473","0.427122263747998","0.71477438657041","0.780297488417459","0.744532340623546","0.621228257011005","0.253858651502843","0.24217961654894","0.0770837669295223","0.36841639895075","0.141007924645365","0.81044392065754","0.971534052268532","0.870652180672765","0.657568312380816","0.460230345287817","0.554455884717532","0.481834827021297","0.155394520789197","0.954121806202796","1.31668137773638","2.08597042662836","3.73456035925549","6.27664773211268","11.0714939542669","13.7299771167048","18.6199794026777","18.2591355740816","15.1008605155309","13.6931893404951","19.7434455069874","18.1254625210481","18.3005535395567","14.5418799362733","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","0.041603567921985","0.040596937367045","0.633339798677112","0.192849153392217","0.0375526206096292","0.511195174317554","0.354346054356685","0.720517949474537","0.464109423741849","0.607587812428049","1.60263818901885","1.81182557763079","6.0146758089739","8.89841983960736","7.73743933447349","8.04681596261326","12.3882930630554","19.5365049047292","22.7655011830983","25.8986843468352","29.047480940401","37.7958279895206","49.8710048826251","80.4087980815902","80.7662211149971","78.6163522012579","76.6507205961261","85.9002250212416","114.854173914019","106.346516185841","125.566881951712","146.85694842603","143.87980278917","116.164464837415","126.738040801126","105.378383748262","122.468256906163","94.6317444393437","104.651643295959","122.656123364655","124.741676047976","123.392748744551","138.367812667489","143.525460325076","133.446617684392","122.419027611908","179.859570800899","182.409898840119","192.85868410343","217.355935302826","181.279211064393","170.769456005689","125.550120671631","",
"Botswana","BWA","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","6.54543927912387","10.1756321564886","9.52744595356279","9.44506269536926","15.3047139209055","17.2893925380325","29.1704054164287","28.9255412846362","25.7249550504818","19.9015350697522","20.4899995815423","24.6573467018529","42.4600610473211","47.1394200296141","45.9929363934724","61.9686166789736","55.4891902653831","53.2218659079312","74.4824299662625","103.588123367922","105.657657947008","93.3815906523547","94.5267215097359","93.1439983452308","89.0439200640159","80.8323654076024","82.3955444523389","122.818706770734","115.222171884098","117.882122355881","105.246069397759","92.2964471466054","76.1818422092323","86.5794518101037","55.3427737008125","56.8803602888045","46.2642702969984","73.8951274906644","63.3152395759279","35.6422035533328","17.6323680062928","16.4138956988558","20.8824003510437","15.493488316087","25.3901675064687","25.8958810688609","35.1379537905048","54.4282598031217","367.448799867471","140.662770051195","75.528693529886","56.7065414943538","34.2597741396141","49.3312688662124","44.7625315493187","28.9858275303483","",
"Central African Republic","CAF","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","0.0199534286974202","0.274648205075891","0.732339065278392","1.2486087156672","10.3865414178031","9.5704226633431","9.30550950338528","11.9693370837644","9.85039253443934","11.0537622408839","7.86346659667197","8.33888812322463","13.4950139474784","13.2137011628573","18.5124455456769","27.1391741462561","18.7674140647435","21.290854702841","23.6005936510466","37.6532146160962","48.4236586422291","43.2430769414838","37.0942736077934","37.1570436253302","51.4729334217208","39.5254058728245","50.2134275030171","65.4305106604007","72.8506755121507","65.7470119348451","84.718935596045","57.6030820837277","57.5078962080397","54.1621673445085","51.4983259048627","50.2961772746894","49.4942734660302","26.1727717408395","33.7207312886564","32.5075068910112","20.3701079535207","20.0833957672814","15.5475021400161","13.1267246349624","27.5985131006425","21.9375245339293","32.3688816780354","42.1193763885901","60.1228154812454","54.9055231558375","58.7157672273825","59.3215083174369","49.3603203809936","43.055373345408","127.179394527754","99.3699535985131","",
"Canada","CAN","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.09044332964904E-05","0.0648610577579453","1.28640750004749","0.962759564782455","1.96699441601217","1.25142641187425","0.724677460612603","0.728921166424197","1.16525429396484","2.20490835103495","1.71208355161947","1.12775509445567","1.12392566288414","1.16281078322116","1.8555953437484","1.54410430012717","2.29304289112662","1.60906371686456","1.25832425013894","","","","","","",
"Switzerland","CHE","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","1.69055622288418","14.8650461090767","16.4982941747165","17.2247711851393","15.665485146874","13.103696043485","15.3448978214744","11.3724666246452","9.23637009566816","10.147163193365","7.56755897487813","4.91706734606371","5.01181962531757","4.83079000616315","2.30129982484768","12.1787729869422","0.689704888505426","0.986383441860327","0.65640493070115","-2.51937679886123","-0.939084984075611","-0.635937633903248","-0.764102069860884","0.00851639538115","0.188736111433827","3.3042696350091","-0.418556163288268","1.70377936800739","3.48601990420641","4.7716318942404","7.8790357229118","9.05043517122216","9.67719918018371","12.6260317029009","10.75350377134","11.053272843865","13.5940350180119","8.8652445822173","7.19810767868702","4.67408129136549","3.22799939118231","3.84284370955394","-0.430375808788081","5.11657630857329","3.41856301080888","10.586726825235","6.09592494420054","6.60158986061886","6.39435201616731","4.70530019773669","11.0801920746859","9.73298246848132","7.365814420238","4.58356653707395","13.8256420903934","2.79973285255559","",
"China","CHN","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","","","","","","","","","","","","","","0.0173889711611395","0.0667526127787941","0.47882803342439","0.518901876803188","0.653565390741808","0.769155836327249","0.893162962399148","1.02665004358871","1.27112131988358","1.74201864509863","1.85118669825236","1.7903425432859","1.67936530005735","2.57691614376336","2.73130579410068","2.64215264696875","2.8892024351478","2.18134778859184","1.67536938804544","1.9782677837407","1.92139598558354","1.38520328358327","1.17754452175964","1.1805060918463","1.05677584601056","1.31981559709122","1.38011996440954","0.970427605986179","1.10596144580142","1.10391762383413","0.866832925198684","0.502270680007924","-0.448572682701822","-0.133657117261854","-0.483468151880829","-0.694019512266633","-0.241981593033941","",
"Cote d'Ivoire","CIV","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","0.0374130434532354","0.935571857887468","2.40609351202231","2.22373098870679","9.63287177366085","9.15222481769607","8.17035427292483","7.40976616764367","9.35257995840563","9.91027271809285","10.0306872642321","9.30644650460657","8.3999796089973","10.5158181520758","11.9880734363824","15.0884105476587","15.5357588491653","14.3627915408339","17.1146056348336","20.2113394309431","25.3824640081379","14.2598533500689","15.1548475961966","16.5528313153309","12.5896896389178","11.5534178713536","16.5356041648259","21.9817445852541","37.4636525919012","33.5947335555159","56.4199518507002","49.988227094","57.9217741032415","56.5664589780392","114.212787804651","84.1718537607416","64.9580839678019","29.2225812757128","61.4979881720308","27.7472353149966","21.2447696287699","11.0332553510814","62.1166045335753","14.5041554090809","9.02737568105542","5.03399879400213","13.368752539706","9.07000529949573","32.482684372733","122.006152022344","41.9219294220803","69.7091831693115","136.722223535907","58.8951596231516","41.7531945844735","28.7821680593172","",
